"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","83","Negative: SQL injection in form param name","api","Sat Jul 04 17:35:03 UTC 2026","passed","Sat Jul 04 17:35:03 UTC 2026","/verifyLogin endpoint tests","api/verify-login.spec.ts","",""
"","335","API 13: Update only name field","api","Sat Jul 04 17:35:00 UTC 2026","passed","Sat Jul 04 17:35:01 UTC 2026","/updateAccount endpoint tests","api/update-account.spec.ts","",""
"","136","API 1: Get All Products List should return 200 and products array","api","Sat Jul 04 17:34:59 UTC 2026","passed","Sat Jul 04 17:34:59 UTC 2026","/productsList endpoint tests","api/products-list.spec.ts","",""
"","285","API 12: Deleted account should no longer be verifiable via login","api","Sat Jul 04 17:34:57 UTC 2026","passed","Sat Jul 04 17:34:57 UTC 2026","/deleteAccount endpoint tests","api/delete-account.spec.ts","",""
"","91","Negative: SQL injection in email param","api","Sat Jul 04 17:34:58 UTC 2026","passed","Sat Jul 04 17:34:58 UTC 2026","/getUserDetailByEmail endpoint tests","api/get-user-detail.spec.ts","",""
"","88","Negative: Create account with only name should return 400","api","Sat Jul 04 17:34:55 UTC 2026","passed","Sat Jul 04 17:34:55 UTC 2026","/createAccount endpoint tests","api/create-account.spec.ts","",""
"","91","Negative: DELETE method on getUserDetailByEmail should not return 200","api","Sat Jul 04 17:34:58 UTC 2026","passed","Sat Jul 04 17:34:59 UTC 2026","/getUserDetailByEmail endpoint tests","api/get-user-detail.spec.ts","",""
"","88","Negative: Special characters as email","api","Sat Jul 04 17:35:03 UTC 2026","passed","Sat Jul 04 17:35:03 UTC 2026","/verifyLogin endpoint tests","api/verify-login.spec.ts","",""
"","190","Negative: Numeric value as name","api","Sat Jul 04 17:34:56 UTC 2026","passed","Sat Jul 04 17:34:56 UTC 2026","/createAccount endpoint tests","api/create-account.spec.ts","",""
"","93","Negative: Update non-existing account should not return 200","api","Sat Jul 04 17:35:01 UTC 2026","passed","Sat Jul 04 17:35:01 UTC 2026","/updateAccount endpoint tests","api/update-account.spec.ts","",""
"","144","Negative: Path traversal on getUserDetailByEmail resolves to different endpoint","api","Sat Jul 04 17:34:59 UTC 2026","passed","Sat Jul 04 17:34:59 UTC 2026","/getUserDetailByEmail endpoint tests","api/get-user-detail.spec.ts","",""
"","93","Negative: Path param appended to getUserDetailByEmail","api","Sat Jul 04 17:34:59 UTC 2026","passed","Sat Jul 04 17:34:59 UTC 2026","/getUserDetailByEmail endpoint tests","api/get-user-detail.spec.ts","",""
"","287","Negative: Email as form data instead of query param","api","Sat Jul 04 17:34:59 UTC 2026","passed","Sat Jul 04 17:34:59 UTC 2026","/getUserDetailByEmail endpoint tests","api/get-user-detail.spec.ts","",""
"","284","Negative: DELETE with valid email but wrong password should not return 200","api","Sat Jul 04 17:34:57 UTC 2026","passed","Sat Jul 04 17:34:57 UTC 2026","/deleteAccount endpoint tests","api/delete-account.spec.ts","",""
"","90","Negative: DELETE without password param should return 400","api","Sat Jul 04 17:34:57 UTC 2026","passed","Sat Jul 04 17:34:57 UTC 2026","/deleteAccount endpoint tests","api/delete-account.spec.ts","",""
"","111","Negative: Very long string as password","api","Sat Jul 04 17:35:03 UTC 2026","passed","Sat Jul 04 17:35:03 UTC 2026","/verifyLogin endpoint tests","api/verify-login.spec.ts","",""
"","91","Negative: Path param appended to searchProduct","api","Sat Jul 04 17:35:00 UTC 2026","passed","Sat Jul 04 17:35:00 UTC 2026","/searchProduct endpoint tests","api/search-product.spec.ts","",""
"","87","Negative: GET user detail without email param should return 400","api","Sat Jul 04 17:34:58 UTC 2026","passed","Sat Jul 04 17:34:58 UTC 2026","/getUserDetailByEmail endpoint tests","api/get-user-detail.spec.ts","",""
"","89","Negative: Empty string as password","api","Sat Jul 04 17:34:56 UTC 2026","passed","Sat Jul 04 17:34:57 UTC 2026","/createAccount endpoint tests","api/create-account.spec.ts","",""
"","89","API 5: Search with non-existing product returns empty array","api","Sat Jul 04 17:34:59 UTC 2026","passed","Sat Jul 04 17:35:00 UTC 2026","/searchProduct endpoint tests","api/search-product.spec.ts","",""
"","143","Negative: GET with empty query param values","api","Sat Jul 04 17:34:59 UTC 2026","passed","Sat Jul 04 17:34:59 UTC 2026","/productsList endpoint tests","api/products-list.spec.ts","",""
"","90","Negative: Empty string as password","api","Sat Jul 04 17:34:57 UTC 2026","passed","Sat Jul 04 17:34:57 UTC 2026","/deleteAccount endpoint tests","api/delete-account.spec.ts","",""
"","284","API 12: Deleting same account twice should fail on second attempt","api","Sat Jul 04 17:34:57 UTC 2026","passed","Sat Jul 04 17:34:57 UTC 2026","/deleteAccount endpoint tests","api/delete-account.spec.ts","",""
"","100","Negative: GET with XSS in query params","api","Sat Jul 04 17:34:55 UTC 2026","passed","Sat Jul 04 17:34:55 UTC 2026","/brandsList endpoint tests","api/brands-list.spec.ts","",""
"","86","API 3: DELETE To All Products List should return 405","api","Sat Jul 04 17:34:59 UTC 2026","passed","Sat Jul 04 17:34:59 UTC 2026","/productsList endpoint tests","api/products-list.spec.ts","",""
"","96","Negative: Invalid email with valid password should not return 200","api","Sat Jul 04 17:35:03 UTC 2026","passed","Sat Jul 04 17:35:03 UTC 2026","/verifyLogin endpoint tests","api/verify-login.spec.ts","",""
"","87","Negative: Params as query params instead of form data","api","Sat Jul 04 17:34:57 UTC 2026","passed","Sat Jul 04 17:34:57 UTC 2026","/createAccount endpoint tests","api/create-account.spec.ts","",""
"","583","Negative: XSS injection in firstname field","api","Sat Jul 04 17:35:01 UTC 2026","passed","Sat Jul 04 17:35:02 UTC 2026","/updateAccount endpoint tests","api/update-account.spec.ts","",""
"","90","Negative: GET user detail with invalid email format should not find user","api","Sat Jul 04 17:34:58 UTC 2026","passed","Sat Jul 04 17:34:58 UTC 2026","/getUserDetailByEmail endpoint tests","api/get-user-detail.spec.ts","",""
"","88","Negative: Wrong param names","api","Sat Jul 04 17:34:57 UTC 2026","passed","Sat Jul 04 17:34:57 UTC 2026","/createAccount endpoint tests","api/create-account.spec.ts","",""
"","92","Negative: Very long string as email","api","Sat Jul 04 17:34:58 UTC 2026","passed","Sat Jul 04 17:34:58 UTC 2026","/deleteAccount endpoint tests","api/delete-account.spec.ts","",""
"","91","Negative: Numeric value as email should not find user","api","Sat Jul 04 17:34:58 UTC 2026","passed","Sat Jul 04 17:34:58 UTC 2026","/getUserDetailByEmail endpoint tests","api/get-user-detail.spec.ts","",""
"","89","Negative: Multiple search_product values via comma","api","Sat Jul 04 17:35:00 UTC 2026","passed","Sat Jul 04 17:35:00 UTC 2026","/searchProduct endpoint tests","api/search-product.spec.ts","",""
"","147","Negative: Empty string as search_product param","api","Sat Jul 04 17:35:00 UTC 2026","passed","Sat Jul 04 17:35:00 UTC 2026","/searchProduct endpoint tests","api/search-product.spec.ts","",""
"","98","Negative: SQL injection in password field","api","Sat Jul 04 17:35:03 UTC 2026","passed","Sat Jul 04 17:35:03 UTC 2026","/verifyLogin endpoint tests","api/verify-login.spec.ts","",""
